	gt_key	gt_chord	est_key	est_chord	duration	gt_chord_root	gt_chord_type	gt_chord_inv	est_chord_root	est_chord_type	est_chord_inv	root_correct	triad_correct	7th_correct	inv_correct	full_correct
139	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	1/8	8	ChordType.MINOR	0	8	ChordType.MINOR	0	True	True	True	True	True
140	A:KeyMode.MAJOR	E:M, inv:1	g#/ab:KeyMode.MINOR	D#/Eb:M, inv:0	1/4	4	ChordType.MAJOR	1	3	ChordType.MAJOR	0	False	False	False	False	False
141	A:KeyMode.MAJOR	E:M, inv:1	A:KeyMode.MAJOR	E:Mm7, inv:0	1/8	4	ChordType.MAJOR	1	4	ChordType.MAJ_MIN7	0	True	True	False	False	False
142	A:KeyMode.MAJOR	E:M, inv:0	A:KeyMode.MAJOR	E:M, inv:0	1/4	4	ChordType.MAJOR	0	4	ChordType.MAJOR	0	True	True	True	True	True
143	A:KeyMode.MAJOR	E:M, inv:0	A:KeyMode.MAJOR	E:M, inv:0	1/8	4	ChordType.MAJOR	0	4	ChordType.MAJOR	0	True	True	True	True	True
144	A:KeyMode.MAJOR	F#/Gb:mm7, inv:0	A:KeyMode.MAJOR	D:M, inv:1	1/4	6	ChordType.MIN_MIN7	0	2	ChordType.MAJOR	1	False	False	False	False	False
145	A:KeyMode.MAJOR	F#/Gb:mm7, inv:0	A:KeyMode.MAJOR	E:M, inv:1	1/8	6	ChordType.MIN_MIN7	0	4	ChordType.MAJOR	1	False	False	False	False	False
146	A:KeyMode.MAJOR	E:M, inv:1	A:KeyMode.MAJOR	E:M, inv:1	1/4	4	ChordType.MAJOR	1	4	ChordType.MAJOR	1	True	True	True	True	True
147	A:KeyMode.MAJOR	E:M, inv:1	A:KeyMode.MAJOR	E:M, inv:1	1/8	4	ChordType.MAJOR	1	4	ChordType.MAJOR	1	True	True	True	True	True
148	A:KeyMode.MAJOR	A:M, inv:0	A:KeyMode.MAJOR	A:M, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
149	A:KeyMode.MAJOR	A:M, inv:0	A:KeyMode.MAJOR	A:M, inv:0	1/8	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
150	A:KeyMode.MAJOR	F#/Gb:mm7, inv:0	A:KeyMode.MAJOR	A:M, inv:0	1/4	6	ChordType.MIN_MIN7	0	9	ChordType.MAJOR	0	False	False	False	False	False
151	A:KeyMode.MAJOR	F#/Gb:mm7, inv:0	A:KeyMode.MAJOR	A:M, inv:0	1/8	6	ChordType.MIN_MIN7	0	9	ChordType.MAJOR	0	False	False	False	False	False
152	A:KeyMode.MAJOR	E:M, inv:1	A:KeyMode.MAJOR	E:M, inv:1	1/4	4	ChordType.MAJOR	1	4	ChordType.MAJOR	1	True	True	True	True	True
153	A:KeyMode.MAJOR	E:M, inv:1	D:KeyMode.MAJOR	A:Mm7, inv:0	1/8	4	ChordType.MAJOR	1	9	ChordType.MAJ_MIN7	0	False	False	False	False	False
154	A:KeyMode.MAJOR	A:M, inv:0	D:KeyMode.MAJOR	A:M, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
155	A:KeyMode.MAJOR	A:M, inv:0	D:KeyMode.MAJOR	A:M, inv:0	1/8	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
156	A:KeyMode.MAJOR	E:Mm7, inv:2	A:KeyMode.MAJOR	E:Mm7, inv:1	1/4	4	ChordType.MAJ_MIN7	2	4	ChordType.MAJ_MIN7	1	True	True	True	False	False
157	A:KeyMode.MAJOR	E:Mm7, inv:2	A:KeyMode.MAJOR	E:Mm7, inv:1	1/8	4	ChordType.MAJ_MIN7	2	4	ChordType.MAJ_MIN7	1	True	True	True	False	False
158	A:KeyMode.MAJOR	E:M, inv:1	A:KeyMode.MAJOR	E:Mm7, inv:1	1/4	4	ChordType.MAJOR	1	4	ChordType.MAJ_MIN7	1	True	True	False	True	False
159	A:KeyMode.MAJOR	E:M, inv:1	A:KeyMode.MAJOR	E:Mm7, inv:1	1/8	4	ChordType.MAJOR	1	4	ChordType.MAJ_MIN7	1	True	True	False	True	False
160	A:KeyMode.MAJOR	A:M, inv:0	D:KeyMode.MAJOR	A:M, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
161	A:KeyMode.MAJOR	A:M, inv:0	D:KeyMode.MAJOR	A:M, inv:0	1/8	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
162	A:KeyMode.MAJOR	E:Mm7, inv:2	A:KeyMode.MAJOR	E:Mm7, inv:2	1/4	4	ChordType.MAJ_MIN7	2	4	ChordType.MAJ_MIN7	2	True	True	True	True	True
163	A:KeyMode.MAJOR	E:Mm7, inv:2	D:KeyMode.MAJOR	A:M, inv:1	1/8	4	ChordType.MAJ_MIN7	2	9	ChordType.MAJOR	1	False	False	False	False	False
164	A:KeyMode.MAJOR	A:M, inv:1	A:KeyMode.MAJOR	E:M, inv:2	3/8	9	ChordType.MAJOR	1	4	ChordType.MAJOR	2	False	False	False	False	False
165	A:KeyMode.MAJOR	A:M, inv:0	D:KeyMode.MAJOR	A:M, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
166	A:KeyMode.MAJOR	A:M, inv:0	D:KeyMode.MAJOR	A:M, inv:0	1/8	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
167	A:KeyMode.MAJOR	E:Mm7, inv:3	A:KeyMode.MAJOR	E:Mm7, inv:3	3/8	4	ChordType.MAJ_MIN7	3	4	ChordType.MAJ_MIN7	3	True	True	True	True	True
168	A:KeyMode.MAJOR	A:M, inv:1	D:KeyMode.MAJOR	A:M, inv:1	3/8	9	ChordType.MAJOR	1	9	ChordType.MAJOR	1	True	True	True	True	True
169	A:KeyMode.MAJOR	E:Mm7, inv:2	A:KeyMode.MAJOR	E:Mm7, inv:2	3/4	4	ChordType.MAJ_MIN7	2	4	ChordType.MAJ_MIN7	2	True	True	True	True	True
170	A:KeyMode.MAJOR	A:M, inv:0	D:KeyMode.MAJOR	A:M, inv:0	3/8	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
171	A:KeyMode.MAJOR	A:m, inv:0	D:KeyMode.MAJOR	A:M, inv:0	3/8	9	ChordType.MINOR	0	9	ChordType.MAJOR	0	True	False	False	True	False
172	A:KeyMode.MAJOR	E:M, inv:0	A:KeyMode.MAJOR	E:M, inv:0	3/4	4	ChordType.MAJOR	0	4	ChordType.MAJOR	0	True	True	True	True	True
173	A:KeyMode.MAJOR	E:m, inv:0	D:KeyMode.MAJOR	C#/Db:%7, inv:1	3/8	4	ChordType.MINOR	0	1	ChordType.HALF_DIM7	1	False	False	False	False	False
174	A:KeyMode.MAJOR	E:m, inv:0	D:KeyMode.MAJOR	C#/Db:%7, inv:1	1/4	4	ChordType.MINOR	0	1	ChordType.HALF_DIM7	1	False	False	False	False	False
175	A:KeyMode.MAJOR	E:m, inv:0	D:KeyMode.MAJOR	C#/Db:%7, inv:1	1/8	4	ChordType.MINOR	0	1	ChordType.HALF_DIM7	1	False	False	False	False	False
176	A:KeyMode.MAJOR	B:m, inv:0	A:KeyMode.MAJOR	G#/Ab:o, inv:1	5/8	11	ChordType.MINOR	0	8	ChordType.DIMINISHED	1	False	False	False	False	False
177	A:KeyMode.MAJOR	G#/Ab:o, inv:1	A:KeyMode.MAJOR	G#/Ab:o, inv:1	1/8	8	ChordType.DIMINISHED	1	8	ChordType.DIMINISHED	1	True	True	True	True	True
178	A:KeyMode.MAJOR	A:M, inv:1	D:KeyMode.MAJOR	A:M, inv:1	3/8	9	ChordType.MAJOR	1	9	ChordType.MAJOR	1	True	True	True	True	True
179	A:KeyMode.MAJOR	A:M, inv:1	D:KeyMode.MAJOR	A:M, inv:1	1/4	9	ChordType.MAJOR	1	9	ChordType.MAJOR	1	True	True	True	True	True
180	A:KeyMode.MAJOR	A:M, inv:1	D:KeyMode.MAJOR	A:M, inv:1	1/8	9	ChordType.MAJOR	1	9	ChordType.MAJOR	1	True	True	True	True	True
181	A:KeyMode.MAJOR	E:M, inv:0	A:KeyMode.MAJOR	E:M, inv:0	3/4	4	ChordType.MAJOR	0	4	ChordType.MAJOR	0	True	True	True	True	True
182	A:KeyMode.MAJOR	E:M, inv:0	A:KeyMode.MAJOR	E:M, inv:0	5/8	4	ChordType.MAJOR	0	4	ChordType.MAJOR	0	True	True	True	True	True
183	A:KeyMode.MAJOR	E:M, inv:0	A:KeyMode.MAJOR	E:M, inv:0	1/8	4	ChordType.MAJOR	0	4	ChordType.MAJOR	0	True	True	True	True	True
184	A:KeyMode.MAJOR	A:M, inv:0	D:KeyMode.MAJOR	A:M, inv:0	9/8	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
185	A:KeyMode.MAJOR	A:M, inv:0	D:KeyMode.MAJOR	A:M, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
186	A:KeyMode.MAJOR	A:M, inv:0	D:KeyMode.MAJOR	A:M, inv:0	1/8	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
187	A:KeyMode.MAJOR	A:M, inv:0	D:KeyMode.MAJOR	A:M, inv:1	3/8	9	ChordType.MAJOR	0	9	ChordType.MAJOR	1	True	True	True	False	False
