	gt_key	gt_chord	est_key	est_chord	duration	gt_chord_root	gt_chord_type	gt_chord_inv	est_chord_root	est_chord_type	est_chord_inv	root_correct	triad_correct	7th_correct	inv_correct	full_correct
45	A:KeyMode.MAJOR	F#/Gb:m, inv:0	b:KeyMode.MINOR	F#/Gb:Mm7, inv:0	1/8	6	ChordType.MINOR	0	6	ChordType.MAJ_MIN7	0	True	False	False	True	False
46	b:KeyMode.MINOR	F#/Gb:M, inv:0	b:KeyMode.MINOR	F#/Gb:Mm7, inv:0	1/4	6	ChordType.MAJOR	0	6	ChordType.MAJ_MIN7	0	True	True	False	True	False
47	b:KeyMode.MINOR	F#/Gb:M, inv:0	A:KeyMode.MAJOR	B:m, inv:1	1/8	6	ChordType.MAJOR	0	11	ChordType.MINOR	1	False	False	False	False	False
48	A:KeyMode.MAJOR	B:m, inv:0	A:KeyMode.MAJOR	E:Mm7, inv:0	1/8	11	ChordType.MINOR	0	4	ChordType.MAJ_MIN7	0	False	False	False	False	False
49	A:KeyMode.MAJOR	B:m, inv:0	A:KeyMode.MAJOR	E:Mm7, inv:0	1/8	11	ChordType.MINOR	0	4	ChordType.MAJ_MIN7	0	False	False	False	False	False
50	A:KeyMode.MAJOR	B:m, inv:0	A:KeyMode.MAJOR	E:Mm7, inv:0	1/8	11	ChordType.MINOR	0	4	ChordType.MAJ_MIN7	0	False	False	False	False	False
51	A:KeyMode.MAJOR	E:Mm7, inv:0	A:KeyMode.MAJOR	E:Mm7, inv:0	1/4	4	ChordType.MAJ_MIN7	0	4	ChordType.MAJ_MIN7	0	True	True	True	True	True
52	A:KeyMode.MAJOR	E:Mm7, inv:0	A:KeyMode.MAJOR	E:Mm7, inv:0	1/8	4	ChordType.MAJ_MIN7	0	4	ChordType.MAJ_MIN7	0	True	True	True	True	True
53	A:KeyMode.MAJOR	A:M, inv:0	A:KeyMode.MAJOR	A:M, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
54	A:KeyMode.MAJOR	A:M, inv:0	A:KeyMode.MAJOR	A:M, inv:0	1/8	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
55	A:KeyMode.MAJOR	A:M, inv:0	A:KeyMode.MAJOR	A:M, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
56	A:KeyMode.MAJOR	A:M, inv:0	A:KeyMode.MAJOR	A:M, inv:0	1/8	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
57	D:KeyMode.MAJOR	G:M, inv:0	D:KeyMode.MAJOR	G:M, inv:2	3/16	7	ChordType.MAJOR	0	7	ChordType.MAJOR	2	True	True	True	False	False
58	D:KeyMode.MAJOR	G:M, inv:0	D:KeyMode.MAJOR	G:M, inv:2	1/16	7	ChordType.MAJOR	0	7	ChordType.MAJOR	2	True	True	True	False	False
59	D:KeyMode.MAJOR	G:M, inv:0	D:KeyMode.MAJOR	G:M, inv:0	1/8	7	ChordType.MAJOR	0	7	ChordType.MAJOR	0	True	True	True	True	True
60	D:KeyMode.MAJOR	G:M, inv:0	D:KeyMode.MAJOR	G:M, inv:0	1/8	7	ChordType.MAJOR	0	7	ChordType.MAJOR	0	True	True	True	True	True
61	D:KeyMode.MAJOR	G:M, inv:0	D:KeyMode.MAJOR	G:M, inv:0	1/8	7	ChordType.MAJOR	0	7	ChordType.MAJOR	0	True	True	True	True	True
62	D:KeyMode.MAJOR	G:M, inv:0	D:KeyMode.MAJOR	G:M, inv:0	1/8	7	ChordType.MAJOR	0	7	ChordType.MAJOR	0	True	True	True	True	True
63	D:KeyMode.MAJOR	D:M, inv:0	D:KeyMode.MAJOR	D:M, inv:0	1/4	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
64	D:KeyMode.MAJOR	D:M, inv:0	D:KeyMode.MAJOR	D:M, inv:0	1/8	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
65	D:KeyMode.MAJOR	D:M, inv:0	D:KeyMode.MAJOR	D:M, inv:0	1/4	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
66	D:KeyMode.MAJOR	D:M, inv:0	D:KeyMode.MAJOR	D:M, inv:0	1/8	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
67	D:KeyMode.MAJOR	A:Mm7, inv:0	G:KeyMode.MAJOR	D:Mm7, inv:0	1/8	9	ChordType.MAJ_MIN7	0	2	ChordType.MAJ_MIN7	0	False	False	False	False	False
68	D:KeyMode.MAJOR	A:Mm7, inv:0	G:KeyMode.MAJOR	D:Mm7, inv:0	1/8	9	ChordType.MAJ_MIN7	0	2	ChordType.MAJ_MIN7	0	False	False	False	False	False
69	D:KeyMode.MAJOR	A:Mm7, inv:0	G:KeyMode.MAJOR	D:M, inv:0	1/8	9	ChordType.MAJ_MIN7	0	2	ChordType.MAJOR	0	False	False	False	False	False
70	D:KeyMode.MAJOR	A:Mm7, inv:0	D:KeyMode.MAJOR	A:Mm7, inv:0	1/4	9	ChordType.MAJ_MIN7	0	9	ChordType.MAJ_MIN7	0	True	True	True	True	True
71	D:KeyMode.MAJOR	A:Mm7, inv:0	G:KeyMode.MAJOR	D:Mm7, inv:0	1/8	9	ChordType.MAJ_MIN7	0	2	ChordType.MAJ_MIN7	0	False	False	False	False	False
72	D:KeyMode.MAJOR	D:M, inv:0	G:KeyMode.MAJOR	D:M, inv:0	1/4	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
73	D:KeyMode.MAJOR	D:M, inv:0	G:KeyMode.MAJOR	D:Mm7, inv:0	1/8	2	ChordType.MAJOR	0	2	ChordType.MAJ_MIN7	0	True	True	False	True	False
74	D:KeyMode.MAJOR	D:M, inv:0	G:KeyMode.MAJOR	D:M, inv:0	1/4	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
75	D:KeyMode.MAJOR	D:M, inv:0	G:KeyMode.MAJOR	D:M, inv:0	1/8	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
76	D:KeyMode.MAJOR	G:M, inv:0	G:KeyMode.MAJOR	G:M, inv:0	1/8	7	ChordType.MAJOR	0	7	ChordType.MAJOR	0	True	True	True	True	True
77	D:KeyMode.MAJOR	G:M, inv:0	G:KeyMode.MAJOR	G:M, inv:0	1/8	7	ChordType.MAJOR	0	7	ChordType.MAJOR	0	True	True	True	True	True
78	D:KeyMode.MAJOR	G:M, inv:0	G:KeyMode.MAJOR	G:M, inv:0	1/8	7	ChordType.MAJOR	0	7	ChordType.MAJOR	0	True	True	True	True	True
79	D:KeyMode.MAJOR	G:M, inv:0	G:KeyMode.MAJOR	G:M, inv:0	1/8	7	ChordType.MAJOR	0	7	ChordType.MAJOR	0	True	True	True	True	True
80	D:KeyMode.MAJOR	G:M, inv:0	G:KeyMode.MAJOR	G:M, inv:0	1/8	7	ChordType.MAJOR	0	7	ChordType.MAJOR	0	True	True	True	True	True
81	D:KeyMode.MAJOR	G:M, inv:0	G:KeyMode.MAJOR	G:M, inv:0	1/8	7	ChordType.MAJOR	0	7	ChordType.MAJOR	0	True	True	True	True	True
82	D:KeyMode.MAJOR	D:M, inv:0	G:KeyMode.MAJOR	D:M, inv:0	1/8	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
83	D:KeyMode.MAJOR	D:M, inv:0	G:KeyMode.MAJOR	D:M, inv:0	1/8	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
84	D:KeyMode.MAJOR	D:M, inv:0	G:KeyMode.MAJOR	D:M, inv:0	1/8	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
85	D:KeyMode.MAJOR	D:M, inv:0	G:KeyMode.MAJOR	D:M, inv:0	1/4	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
86	D:KeyMode.MAJOR	D:M, inv:0	D:KeyMode.MAJOR	A:Mm7, inv:0	1/8	2	ChordType.MAJOR	0	9	ChordType.MAJ_MIN7	0	False	False	False	False	False
87	D:KeyMode.MAJOR	A:Mm7, inv:0	G:KeyMode.MAJOR	D:M, inv:0	1/8	9	ChordType.MAJ_MIN7	0	2	ChordType.MAJOR	0	False	False	False	False	False
88	D:KeyMode.MAJOR	A:Mm7, inv:0	G:KeyMode.MAJOR	D:M, inv:0	1/8	9	ChordType.MAJ_MIN7	0	2	ChordType.MAJOR	0	False	False	False	False	False
89	D:KeyMode.MAJOR	A:Mm7, inv:0	G:KeyMode.MAJOR	D:M, inv:0	1/8	9	ChordType.MAJ_MIN7	0	2	ChordType.MAJOR	0	False	False	False	False	False
90	D:KeyMode.MAJOR	A:Mm7, inv:0	G:KeyMode.MAJOR	D:Mm7, inv:0	1/4	9	ChordType.MAJ_MIN7	0	2	ChordType.MAJ_MIN7	0	False	False	False	False	False
91	D:KeyMode.MAJOR	A:Mm7, inv:0	G:KeyMode.MAJOR	D:Mm7, inv:0	1/8	9	ChordType.MAJ_MIN7	0	2	ChordType.MAJ_MIN7	0	False	False	False	False	False
92	D:KeyMode.MAJOR	D:M, inv:0	G:KeyMode.MAJOR	D:M, inv:0	1/4	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
93	D:KeyMode.MAJOR	D:M, inv:0	G:KeyMode.MAJOR	D:M, inv:0	1/8	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
94	D:KeyMode.MAJOR	D:M, inv:0	G:KeyMode.MAJOR	D:M, inv:0	1/4	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
95	D:KeyMode.MAJOR	D:M, inv:0	D:KeyMode.MAJOR	A:M, inv:1	1/8	2	ChordType.MAJOR	0	9	ChordType.MAJOR	1	False	False	False	False	False
96	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:2	D:KeyMode.MAJOR	A:M, inv:0	1/4	6	ChordType.MAJOR	2	9	ChordType.MAJOR	0	False	False	False	False	False
97	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:2	b:KeyMode.MINOR	F#/Gb:M, inv:2	1/8	6	ChordType.MAJOR	2	6	ChordType.MAJOR	2	True	True	True	True	True
98	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:2	b:KeyMode.MINOR	F#/Gb:M, inv:0	1/4	6	ChordType.MAJOR	2	6	ChordType.MAJOR	0	True	True	True	False	False
99	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:2	b:KeyMode.MINOR	F#/Gb:M, inv:0	1/8	6	ChordType.MAJOR	2	6	ChordType.MAJOR	0	True	True	True	False	False
100	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:2	b:KeyMode.MINOR	F#/Gb:M, inv:2	1/4	6	ChordType.MAJOR	2	6	ChordType.MAJOR	2	True	True	True	True	True
101	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:2	b:KeyMode.MINOR	F#/Gb:M, inv:0	1/8	6	ChordType.MAJOR	2	6	ChordType.MAJOR	0	True	True	True	False	False
102	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:0	b:KeyMode.MINOR	F#/Gb:M, inv:0	1/4	6	ChordType.MAJOR	0	6	ChordType.MAJOR	0	True	True	True	True	True
103	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:0	b:KeyMode.MINOR	F#/Gb:Mm7, inv:0	1/8	6	ChordType.MAJOR	0	6	ChordType.MAJ_MIN7	0	True	True	False	True	False
104	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:0	b:KeyMode.MINOR	F#/Gb:M, inv:0	1/8	6	ChordType.MAJOR	0	6	ChordType.MAJOR	0	True	True	True	True	True
105	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:0	b:KeyMode.MINOR	F#/Gb:M, inv:0	1/8	6	ChordType.MAJOR	0	6	ChordType.MAJOR	0	True	True	True	True	True
106	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:0	b:KeyMode.MINOR	F#/Gb:M, inv:0	1/8	6	ChordType.MAJOR	0	6	ChordType.MAJOR	0	True	True	True	True	True
107	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:0	b:KeyMode.MINOR	F#/Gb:M, inv:0	1/4	6	ChordType.MAJOR	0	6	ChordType.MAJOR	0	True	True	True	True	True
108	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:0	b:KeyMode.MINOR	F#/Gb:M, inv:1	1/8	6	ChordType.MAJOR	0	6	ChordType.MAJOR	1	True	True	True	False	False
109	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:0	b:KeyMode.MINOR	F#/Gb:M, inv:0	1/8	6	ChordType.MAJOR	0	6	ChordType.MAJOR	0	True	True	True	True	True
110	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:0	b:KeyMode.MINOR	F#/Gb:M, inv:0	1/8	6	ChordType.MAJOR	0	6	ChordType.MAJOR	0	True	True	True	True	True
111	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:0	b:KeyMode.MINOR	F#/Gb:M, inv:0	1/8	6	ChordType.MAJOR	0	6	ChordType.MAJOR	0	True	True	True	True	True
112	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:0	b:KeyMode.MINOR	F#/Gb:M, inv:0	1/4	6	ChordType.MAJOR	0	6	ChordType.MAJOR	0	True	True	True	True	True
113	F#/Gb:KeyMode.MAJOR	F#/Gb:M, inv:0	e:KeyMode.MINOR	B:M, inv:1	1/8	6	ChordType.MAJOR	0	11	ChordType.MAJOR	1	False	False	False	False	False
114	g#/ab:KeyMode.MINOR	D#/Eb:mm7, inv:1	b:KeyMode.MINOR	A#/Bb:o, inv:2	1/4	3	ChordType.MIN_MIN7	1	10	ChordType.DIMINISHED	2	False	False	False	False	False
115	g#/ab:KeyMode.MINOR	D#/Eb:mm7, inv:1	b:KeyMode.MINOR	A#/Bb:o, inv:2	1/8	3	ChordType.MIN_MIN7	1	10	ChordType.DIMINISHED	2	False	False	False	False	False
116	g#/ab:KeyMode.MINOR	D#/Eb:Mm7, inv:1	b:KeyMode.MINOR	A#/Bb:o, inv:2	1/4	3	ChordType.MAJ_MIN7	1	10	ChordType.DIMINISHED	2	False	False	False	False	False
117	g#/ab:KeyMode.MINOR	D#/Eb:Mm7, inv:1	e:KeyMode.MINOR	B:M, inv:2	1/8	3	ChordType.MAJ_MIN7	1	11	ChordType.MAJOR	2	False	False	False	False	False
118	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	f#/gb:KeyMode.MINOR	C#/Db:Mm7, inv:2	1/8	8	ChordType.MINOR	0	1	ChordType.MAJ_MIN7	2	False	False	False	False	False
119	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	f#/gb:KeyMode.MINOR	C#/Db:Mm7, inv:2	1/8	8	ChordType.MINOR	0	1	ChordType.MAJ_MIN7	2	False	False	False	False	False
120	g#/ab:KeyMode.MINOR	A#/Bb:o, inv:1	f#/gb:KeyMode.MINOR	C#/Db:Mm7, inv:0	1/8	10	ChordType.DIMINISHED	1	1	ChordType.MAJ_MIN7	0	False	False	False	False	False
121	g#/ab:KeyMode.MINOR	D#/Eb:M, inv:0	f#/gb:KeyMode.MINOR	C#/Db:Mm7, inv:0	1/4	3	ChordType.MAJOR	0	1	ChordType.MAJ_MIN7	0	False	False	False	False	False
122	g#/ab:KeyMode.MINOR	D#/Eb:M, inv:0	g#/ab:KeyMode.MINOR	D#/Eb:Mm7, inv:2	1/8	3	ChordType.MAJOR	0	3	ChordType.MAJ_MIN7	2	True	True	False	False	False
123	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	1/4	8	ChordType.MINOR	0	8	ChordType.MINOR	0	True	True	True	True	True
124	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	1/8	8	ChordType.MINOR	0	8	ChordType.MINOR	0	True	True	True	True	True
125	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:2	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	1/4	8	ChordType.MINOR	2	8	ChordType.MINOR	0	True	True	True	False	False
126	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:2	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	1/8	8	ChordType.MINOR	2	8	ChordType.MINOR	0	True	True	True	False	False
127	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:2	g#/ab:KeyMode.MINOR	D#/Eb:M, inv:0	1/4	8	ChordType.MINOR	2	3	ChordType.MAJOR	0	False	False	False	False	False
128	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	1/8	8	ChordType.MINOR	0	8	ChordType.MINOR	0	True	True	True	True	True
129	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	1/4	8	ChordType.MINOR	0	8	ChordType.MINOR	0	True	True	True	True	True
130	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	g#/ab:KeyMode.MINOR	D#/Eb:M, inv:0	1/8	8	ChordType.MINOR	0	3	ChordType.MAJOR	0	False	False	False	False	False
131	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	1/4	8	ChordType.MINOR	0	8	ChordType.MINOR	0	True	True	True	True	True
132	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	1/8	8	ChordType.MINOR	0	8	ChordType.MINOR	0	True	True	True	True	True
133	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	1/8	8	ChordType.MINOR	0	8	ChordType.MINOR	0	True	True	True	True	True
134	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	1/8	8	ChordType.MINOR	0	8	ChordType.MINOR	0	True	True	True	True	True
135	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	1/8	8	ChordType.MINOR	0	8	ChordType.MINOR	0	True	True	True	True	True
136	g#/ab:KeyMode.MINOR	G#/Ab:M, inv:0	g#/ab:KeyMode.MINOR	D#/Eb:M, inv:0	1/4	8	ChordType.MAJOR	0	3	ChordType.MAJOR	0	False	False	False	False	False
137	g#/ab:KeyMode.MINOR	G#/Ab:M, inv:0	g#/ab:KeyMode.MINOR	D#/Eb:M, inv:0	1/8	8	ChordType.MAJOR	0	3	ChordType.MAJOR	0	False	False	False	False	False
138	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	g#/ab:KeyMode.MINOR	G#/Ab:m, inv:0	1/4	8	ChordType.MINOR	0	8	ChordType.MINOR	0	True	True	True	True	True
