chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset
-2	10	ChordType.MINOR	2			0	0	KeyMode.MINOR	1/32	6	31/32
-3	3	ChordType.MIN_MIN7	1			0	0	KeyMode.MINOR	7/32	7	0
-3	3	ChordType.MAJ_MIN7	1			-4	8	KeyMode.MAJOR	1/32	7	7/32
-3	3	ChordType.MAJ_MIN7	1			-4	8	KeyMode.MAJOR	1/4	7	1/4
-3	3	ChordType.MAJ_MIN7	1			-4	8	KeyMode.MAJOR	7/32	7	1/2
-4	8	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	7	23/32
-4	8	ChordType.MAJOR	0			0	0	KeyMode.MINOR	7/32	7	3/4
3	9	ChordType.DIM7	0			-2	10	KeyMode.MINOR	1/32	7	31/32
3	9	ChordType.DIM7	0			-2	10	KeyMode.MINOR	7/32	8	0
-3	3	ChordType.MINOR	2			0	0	KeyMode.MINOR	1/32	8	7/32
-3	3	ChordType.MINOR	2			0	0	KeyMode.MINOR	15/32	8	1/4
3	9	ChordType.DIM7	1	:-7	:11	-2	10	KeyMode.MAJOR	1/32	8	23/32
3	9	ChordType.DIM7	1	:-7	:11	-2	10	KeyMode.MAJOR	7/32	8	3/4
3	9	ChordType.DIM7	0			-2	10	KeyMode.MINOR	1/32	8	31/32
3	9	ChordType.DIM7	0			-2	10	KeyMode.MINOR	7/32	9	0
-5	1	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	9	7/32
-5	1	ChordType.MAJOR	0			0	0	KeyMode.MINOR	15/32	9	1/4
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/32	9	23/32
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	7/32	9	3/4
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/32	9	31/32
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	7/32	10	0
-4	8	ChordType.MAJOR	2			0	0	KeyMode.MINOR	1/32	10	7/32
-4	8	ChordType.MAJOR	2			0	0	KeyMode.MINOR	15/32	10	1/4
-4	8	ChordType.MAJOR	2			0	0	KeyMode.MINOR	1/32	10	23/32
-4	8	ChordType.MAJOR	2			0	0	KeyMode.MINOR	7/32	10	3/4
4	4	ChordType.DIM7	0			-1	5	KeyMode.MINOR	1/32	10	31/32
4	4	ChordType.DIM7	0			-1	5	KeyMode.MINOR	7/32	11	0
-2	10	ChordType.MINOR	2			0	0	KeyMode.MINOR	1/32	11	7/32
-2	10	ChordType.MINOR	2			0	0	KeyMode.MINOR	7/32	11	1/4
4	4	ChordType.DIM7	1			-1	5	KeyMode.MINOR	1/32	11	15/32
4	4	ChordType.DIM7	1			-1	5	KeyMode.MINOR	1/8	11	1/2
-1	5	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/8	11	5/8
-1	5	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/8	11	3/4
6	6	ChordType.DIMINISHED	1	:-4	:8	1	7	KeyMode.MAJOR	1/8	11	7/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	12	0
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	12	1/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	12	1/4
-1	5	ChordType.MINOR	0	-1:1	5:7	0	0	KeyMode.MINOR	1/8	12	3/8
-1	5	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/8	12	1/2
0	0	ChordType.MINOR	1	-3:-1	3:5	0	0	KeyMode.MINOR	1/8	12	5/8
0	0	ChordType.MINOR	1	-3:-1	3:5	0	0	KeyMode.MINOR	1/8	12	3/4
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/8	12	7/8
6	6	ChordType.DIM7	3	:1	:7	1	7	KeyMode.MAJOR	1/8	13	0
6	6	ChordType.DIM7	3	:1	:7	1	7	KeyMode.MAJOR	1/8	13	1/8
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/8	13	1/4
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/8	13	3/8
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/8	13	1/2
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/8	13	5/8
6	6	ChordType.DIM7	0	:1	:7	1	7	KeyMode.MAJOR	1/8	13	3/4
6	6	ChordType.DIM7	0	:1	:7	1	7	KeyMode.MAJOR	3/32	13	7/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	13	31/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	14	0
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	14	1/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	14	1/4
-1	5	ChordType.MINOR	0	-1:1	5:7	0	0	KeyMode.MINOR	1/8	14	3/8
-1	5	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/8	14	1/2
0	0	ChordType.MINOR	1	-3:-1	3:5	0	0	KeyMode.MINOR	1/8	14	5/8
0	0	ChordType.MINOR	1	-3:-1	3:5	0	0	KeyMode.MINOR	1/8	14	3/4
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/8	14	7/8
6	6	ChordType.DIM7	3	:1	:7	1	7	KeyMode.MAJOR	1/8	15	0
6	6	ChordType.DIM7	3	:1	:7	1	7	KeyMode.MAJOR	1/8	15	1/8
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/8	15	1/4
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/8	15	3/8
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/8	15	1/2
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/8	15	5/8
6	6	ChordType.DIM7	0	:1	:7	1	7	KeyMode.MAJOR	1/8	15	3/4
6	6	ChordType.DIM7	0	:1	:7	1	7	KeyMode.MAJOR	3/32	15	7/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	15	31/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	16	0
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	16	1/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	16	1/4
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	16	3/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	16	1/2
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	16	5/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	16	3/4
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	16	7/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	16	15/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	0
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	1/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	1/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	3/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	1/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	5/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	3/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	7/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	1/4
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	9/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	5/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	11/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	3/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	13/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	7/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	15/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	1/2
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	17/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	9/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	19/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	5/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	21/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	11/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	23/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	3/4
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	25/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	13/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	27/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	7/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	29/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	15/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	17	31/32
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	18	0
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	18	1/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	18	1/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	18	3/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	18	1/4
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	18	5/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	18	3/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	18	7/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	18	1/2
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	18	9/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	18	5/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	18	11/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	18	3/4
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	18	13/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	18	7/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	18	15/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	19	0
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	19	1/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	19	1/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	19	3/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	19	1/4
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	19	5/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	19	3/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	19	7/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	19	1/2
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	19	9/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	19	5/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	19	11/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	19	3/4
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	19	13/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	19	7/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	19	15/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/32	19	31/32
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	7/8	20	0
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/24	20	7/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/24	20	11/12
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/24	20	23/24
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/4	21	0
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/4	21	1/4
1	7	ChordType.MAJOR	1			0	0	KeyMode.MINOR	3/8	21	1/2
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/24	21	7/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/24	21	11/12
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/24	21	23/24
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/4	22	0
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/4	22	1/4
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	3/8	22	1/2
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/8	22	7/8
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/8	23	0
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/8	23	1/8
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/8	23	1/4
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/8	23	3/8
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	23	1/2
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	23	9/16
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	23	5/8
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	23	11/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/8	23	3/4
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/8	23	7/8
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/8	24	0
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/8	24	1/8
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/8	24	1/4
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/8	24	3/8
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	24	1/2
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	24	9/16
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	24	5/8
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	24	11/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	24	3/4
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	24	13/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	24	7/8
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	24	15/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	25	0
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	25	1/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	25	1/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	25	3/16
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	25	1/4
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	25	5/16
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	25	3/8
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	25	7/16
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	25	1/2
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	25	9/16
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	25	5/8
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	25	11/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	25	3/4
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	25	13/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	25	7/8
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	25	15/16
-1	5	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	26	0
-1	5	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	26	1/16
-1	5	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	26	1/8
-1	5	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	26	3/16
2	2	ChordType.DIMINISHED	0			0	0	KeyMode.MINOR	1/16	26	1/4
2	2	ChordType.DIMINISHED	0			0	0	KeyMode.MINOR	1/16	26	5/16
2	2	ChordType.DIMINISHED	0			0	0	KeyMode.MINOR	1/16	26	3/8
2	2	ChordType.DIMINISHED	0			0	0	KeyMode.MINOR	1/16	26	7/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	26	1/2
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	26	9/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	26	5/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	26	11/16
4	4	ChordType.DIMINISHED	0			-1	5	KeyMode.MINOR	1/16	26	3/4
4	4	ChordType.DIMINISHED	0			-1	5	KeyMode.MINOR	1/16	26	13/16
4	4	ChordType.DIMINISHED	0			-1	5	KeyMode.MINOR	1/16	26	7/8
4	4	ChordType.DIMINISHED	0			-1	5	KeyMode.MINOR	1/16	26	15/16
-1	5	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	27	0
-1	5	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	27	1/16
0	0	ChordType.MINOR	2			0	0	KeyMode.MINOR	1/16	27	1/8
0	0	ChordType.MINOR	2			0	0	KeyMode.MINOR	1/16	27	3/16
-1	5	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	27	1/4
-1	5	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	27	5/16
6	6	ChordType.DIMINISHED	0			1	7	KeyMode.MAJOR	1/16	27	3/8
6	6	ChordType.DIMINISHED	0			1	7	KeyMode.MAJOR	1/16	27	7/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	27	1/2
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	27	9/16
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	27	5/8
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/16	27	11/16
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	27	3/4
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	27	13/16
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	27	7/8
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	27	15/16
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	28	0
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	28	1/16
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	28	1/8
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	28	3/16
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	28	1/4
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	28	5/16
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	28	3/8
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	28	7/16
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	28	1/2
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	28	9/16
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	28	5/8
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	28	11/16
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	28	3/4
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	28	13/16
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	28	7/8
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	28	15/16
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	29	0
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	29	1/16
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	29	1/8
5	11	ChordType.DIM7	0			0	0	KeyMode.MINOR	1/16	29	3/16
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/16	29	1/4
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/16	29	5/16
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/16	29	3/8
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/16	29	7/16
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/16	29	1/2
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/16	29	9/16
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/16	29	5/8
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/16	29	11/16
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/16	29	3/4
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/16	29	13/16
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/16	29	7/8
1	7	ChordType.MAJ_MIN7	2			0	0	KeyMode.MINOR	1/16	29	15/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/8	30	0
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/8	30	1/8
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/8	30	1/4
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/8	30	3/8
1	7	ChordType.MAJ_MIN7	3			0	0	KeyMode.MINOR	1/8	30	1/2
1	7	ChordType.MAJ_MIN7	3			0	0	KeyMode.MINOR	1/8	30	5/8
1	7	ChordType.MAJ_MIN7	0			0	0	KeyMode.MINOR	1/8	30	3/4
1	7	ChordType.MAJ_MIN7	0	:+-4	:+8	0	0	KeyMode.MINOR	1/8	30	7/8
1	7	ChordType.MAJ_MIN7	3			0	0	KeyMode.MINOR	1/8	31	0
1	7	ChordType.MAJ_MIN7	0			0	0	KeyMode.MINOR	1/8	31	1/8
1	7	ChordType.MAJ_MIN7	0	2:-3;5:0	2:3;11:0	0	0	KeyMode.MINOR	1/8	31	1/4
1	7	ChordType.MAJ_MIN7	0			0	0	KeyMode.MINOR	1/8	31	3/8
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	31	1/2
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	31	9/16
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	31	5/8
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	31	11/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/8	31	3/4
1	7	ChordType.MAJ_MIN7	0	:+-4	:+8	0	0	KeyMode.MINOR	1/8	31	7/8
1	7	ChordType.MAJOR	0	2:-3;5:0	2:3;11:0	0	0	KeyMode.MINOR	1/8	32	0
1	7	ChordType.MAJ_MIN7	0			0	0	KeyMode.MINOR	1/8	32	1/8
1	7	ChordType.MAJOR	0	2:-3;5:0	2:3;11:0	0	0	KeyMode.MINOR	1/8	32	1/4
1	7	ChordType.MAJOR	0			0	0	KeyMode.MINOR	1/8	32	3/8
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	32	1/2
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	32	9/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	32	5/8
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	32	11/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/8	32	3/4
1	7	ChordType.MAJ_MIN7	0	:+-4	:+8	0	0	KeyMode.MINOR	1/16	32	7/8
1	7	ChordType.MAJ_MIN7	0	:+-4	:+8	0	0	KeyMode.MINOR	1/16	32	15/16
1	7	ChordType.MAJOR	0	2:-3;5:0	2:3;11:0	0	0	KeyMode.MINOR	1/16	33	0
1	7	ChordType.MAJOR	0	2:-3;5:0	2:3;11:0	0	0	KeyMode.MINOR	1/16	33	1/16
1	7	ChordType.MAJ_MIN7	0			0	0	KeyMode.MINOR	1/16	33	1/8
1	7	ChordType.MAJ_MIN7	0			0	0	KeyMode.MINOR	1/16	33	3/16
3	9	ChordType.HALF_DIM7	0			0	0	KeyMode.MINOR	1/16	33	1/4
