chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset
3	9	ChordType.HALF_DIM7	0			0	0	KeyMode.MINOR	1/16	33	5/16
1	7	ChordType.MAJ_MIN7	1			0	0	KeyMode.MINOR	1/16	33	3/8
1	7	ChordType.MAJ_MIN7	1			0	0	KeyMode.MINOR	1/16	33	7/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	33	1/2
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	33	9/16
1	7	ChordType.MAJOR	1			0	0	KeyMode.MINOR	1/16	33	5/8
1	7	ChordType.MAJOR	1			0	0	KeyMode.MINOR	1/16	33	11/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	33	3/4
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	33	13/16
1	7	ChordType.MAJOR	2			0	0	KeyMode.MINOR	1/16	33	7/8
1	7	ChordType.MAJOR	2			0	0	KeyMode.MINOR	1/16	33	15/16
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	34	0
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	34	1/16
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MINOR	1/16	34	1/8
0	0	ChordType.MAJ_MIN7	1			-1	5	KeyMode.MINOR	1/16	34	3/16
-1	5	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	34	1/4
-1	5	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	34	5/16
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MINOR	1/16	34	3/8
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MINOR	1/16	34	7/16
-1	5	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	34	1/2
-1	5	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	34	9/16
-1	5	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	34	5/8
-1	5	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	34	11/16
-1	5	ChordType.MIN_MIN7	1			0	0	KeyMode.MINOR	1/16	34	3/4
-1	5	ChordType.MIN_MIN7	1			0	0	KeyMode.MINOR	1/16	34	13/16
2	2	ChordType.HALF_DIM7	2			0	0	KeyMode.MINOR	1/16	34	7/8
2	2	ChordType.HALF_DIM7	2			0	0	KeyMode.MINOR	1/16	34	15/16
2	2	ChordType.HALF_DIM7	2			0	0	KeyMode.MINOR	1/8	35	0
-1	5	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/8	35	1/8
6	6	ChordType.DIM7	1	:-4	:8	1	7	KeyMode.MAJOR	1/4	35	1/4
0	0	ChordType.MINOR	2			0	0	KeyMode.MINOR	1/4	35	1/2
6	6	ChordType.DIM7	0			1	7	KeyMode.MAJOR	1/4	35	3/4
1	7	ChordType.MAJOR	0	2:-3;5:0	2:3;11:0	0	0	KeyMode.MINOR	1/4	36	0
1	7	ChordType.MAJ_MIN7	0	2:-3	2:3	0	0	KeyMode.MINOR	1/8	36	1/4
1	7	ChordType.MAJ_MIN7	0			0	0	KeyMode.MINOR	1/8	36	3/8
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	36	1/2
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	36	9/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	36	5/8
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	36	11/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	36	3/4
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	36	13/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	36	7/8
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	36	15/16
5	11	ChordType.DIMINISHED	0			0	0	KeyMode.MINOR	1/16	37	0
5	11	ChordType.DIMINISHED	0			0	0	KeyMode.MINOR	1/16	37	1/16
5	11	ChordType.DIMINISHED	0			0	0	KeyMode.MINOR	1/16	37	1/8
5	11	ChordType.DIMINISHED	0			0	0	KeyMode.MINOR	1/16	37	3/16
1	7	ChordType.MAJ_MIN7	0	:+-4	:+8	0	0	KeyMode.MINOR	1/16	37	1/4
1	7	ChordType.MAJ_MIN7	0	:+-4	:+8	0	0	KeyMode.MINOR	1/16	37	5/16
1	7	ChordType.MAJ_MIN7	0	:+-4	:+8	0	0	KeyMode.MINOR	1/16	37	3/8
1	7	ChordType.MAJ_MIN7	0	:+-4	:+8	0	0	KeyMode.MINOR	1/16	37	7/16
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	37	1/2
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	37	9/16
1	7	ChordType.MAJ_MIN7	0			0	0	KeyMode.MINOR	1/16	37	5/8
1	7	ChordType.MAJ_MIN7	0			0	0	KeyMode.MINOR	1/16	37	11/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	37	3/4
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	37	13/16
5	11	ChordType.DIMINISHED	0			0	0	KeyMode.MINOR	1/16	37	7/8
5	11	ChordType.DIMINISHED	0			0	0	KeyMode.MINOR	1/16	37	15/16
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	38	0
0	0	ChordType.MINOR	0			0	0	KeyMode.MINOR	1/16	38	1/16
2	2	ChordType.DIMINISHED	1			0	0	KeyMode.MINOR	1/16	38	1/8
2	2	ChordType.DIMINISHED	1			0	0	KeyMode.MINOR	1/16	38	3/16
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	38	1/4
0	0	ChordType.MINOR	1			0	0	KeyMode.MINOR	1/16	38	5/16
0	0	ChordType.MIN_MIN7	0			-3	3	KeyMode.MAJOR	1/16	38	3/8
0	0	ChordType.MIN_MIN7	0			-3	3	KeyMode.MAJOR	1/16	38	7/16
-4	8	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/16	38	1/2
-4	8	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/16	38	9/16
-4	8	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/16	38	5/8
-4	8	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/16	38	11/16
2	2	ChordType.DIMINISHED	0			-3	3	KeyMode.MAJOR	1/16	38	3/4
2	2	ChordType.DIMINISHED	0			-3	3	KeyMode.MAJOR	1/16	38	13/16
-1	5	ChordType.MIN_MIN7	2			-3	3	KeyMode.MAJOR	1/16	38	7/8
-1	5	ChordType.MIN_MIN7	2			-3	3	KeyMode.MAJOR	1/16	38	15/16
2	2	ChordType.DIMINISHED	0			-3	3	KeyMode.MAJOR	1/16	39	0
2	2	ChordType.DIMINISHED	0			-3	3	KeyMode.MAJOR	1/16	39	1/16
-3	3	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	39	1/8
-3	3	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	39	3/16
2	2	ChordType.DIMINISHED	1			-3	3	KeyMode.MAJOR	1/16	39	1/4
2	2	ChordType.DIMINISHED	1			-3	3	KeyMode.MAJOR	1/16	39	5/16
-4	8	ChordType.MAJOR	2			-3	3	KeyMode.MAJOR	1/16	39	3/8
-4	8	ChordType.MAJOR	2			-3	3	KeyMode.MAJOR	1/16	39	7/16
-2	10	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/16	39	1/2
-2	10	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/16	39	9/16
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/16	39	5/8
-2	10	ChordType.MAJ_MIN7	0			-3	3	KeyMode.MAJOR	1/16	39	11/16
-4	8	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/16	39	3/4
-4	8	ChordType.MAJOR	0			-3	3	KeyMode.MAJOR	1/16	39	13/16
2	2	ChordType.DIMINISHED	0			-3	3	KeyMode.MAJOR	1/16	39	7/8
2	2	ChordType.DIMINISHED	0			-3	3	KeyMode.MAJOR	1/16	39	15/16
-3	3	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	40	0
-3	3	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	40	1/16
-3	3	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	40	1/8
-3	3	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	40	3/16
-3	3	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	40	1/4
-3	3	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	40	5/16
-3	3	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	40	3/8
-3	3	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	40	7/16
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	40	1/2
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	40	9/16
-2	10	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/16	40	5/8
-2	10	ChordType.MAJOR	1			-3	3	KeyMode.MAJOR	1/16	40	11/16
-2	10	ChordType.MAJ_MIN7	1	:+0	:+0	-3	3	KeyMode.MAJOR	1/16	40	3/4
-2	10	ChordType.MAJ_MIN7	1	:+0	:+0	-3	3	KeyMode.MAJOR	1/16	40	13/16
-2	10	ChordType.MAJ_MIN7	1	:+0	:+0	-3	3	KeyMode.MAJOR	1/16	40	7/8
-2	10	ChordType.MAJ_MIN7	1	:+0	:+0	-3	3	KeyMode.MAJOR	1/16	40	15/16
-2	10	ChordType.MAJOR	0	-1:1;2:-3	5:7;2:3	-3	3	KeyMode.MAJOR	1/16	41	0
-2	10	ChordType.MAJOR	0	-1:1;2:-3	5:7;2:3	-3	3	KeyMode.MAJOR	1/16	41	1/16
-2	10	ChordType.MAJ_MIN7	3			-3	3	KeyMode.MAJOR	1/16	41	1/8
-2	10	ChordType.MAJ_MIN7	3			-3	3	KeyMode.MAJOR	1/16	41	3/16
-3	3	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	41	1/4
-3	3	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	41	5/16
2	2	ChordType.DIMINISHED	1			-3	3	KeyMode.MAJOR	1/16	41	3/8
2	2	ChordType.DIMINISHED	1			-3	3	KeyMode.MAJOR	1/16	41	7/16
-3	3	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	41	1/2
-3	3	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	41	9/16
1	7	ChordType.DIMINISHED	0			-4	8	KeyMode.MAJOR	1/16	41	5/8
1	7	ChordType.DIMINISHED	0			-4	8	KeyMode.MAJOR	1/16	41	11/16
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MINOR	1/16	41	3/4
0	0	ChordType.MAJOR	1			-1	5	KeyMode.MINOR	1/16	41	13/16
1	7	ChordType.DIMINISHED	1			-4	8	KeyMode.MAJOR	1/16	41	7/8
1	7	ChordType.DIMINISHED	1			-4	8	KeyMode.MAJOR	1/16	41	15/16
-4	8	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	42	0
-4	8	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	42	1/16
1	7	ChordType.DIMINISHED	1			-4	8	KeyMode.MAJOR	1/16	42	1/8
1	7	ChordType.DIMINISHED	1			-4	8	KeyMode.MAJOR	1/16	42	3/16
-4	8	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	42	1/4
-4	8	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	42	5/16
1	7	ChordType.DIMINISHED	0			-4	8	KeyMode.MAJOR	1/16	42	3/8
1	7	ChordType.DIMINISHED	0			-4	8	KeyMode.MAJOR	1/16	42	7/16
-4	8	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	42	1/2
-4	8	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	42	9/16
-4	8	ChordType.MAJ_MIN7	3			-5	1	KeyMode.MAJOR	1/16	42	5/8
-4	8	ChordType.MAJ_MIN7	3			-5	1	KeyMode.MAJOR	1/16	42	11/16
-1	5	ChordType.MAJ_MIN7	0			-2	10	KeyMode.MINOR	1/16	42	3/4
-1	5	ChordType.MAJ_MIN7	0			-2	10	KeyMode.MINOR	1/16	42	13/16
3	9	ChordType.DIMINISHED	1			-2	10	KeyMode.MINOR	1/16	42	7/8
3	9	ChordType.DIMINISHED	1			-2	10	KeyMode.MINOR	1/16	42	15/16
-2	10	ChordType.MINOR	1			-4	8	KeyMode.MAJOR	1/16	43	0
-2	10	ChordType.MINOR	1			-4	8	KeyMode.MAJOR	1/16	43	1/16
-2	10	ChordType.MINOR	1			-4	8	KeyMode.MAJOR	1/16	43	1/8
-2	10	ChordType.MINOR	1			-4	8	KeyMode.MAJOR	1/16	43	3/16
-2	10	ChordType.MINOR	0			-4	8	KeyMode.MAJOR	1/16	43	1/4
-2	10	ChordType.MINOR	0			-4	8	KeyMode.MAJOR	1/16	43	5/16
3	9	ChordType.DIMINISHED	0			-2	10	KeyMode.MINOR	1/16	43	3/8
3	9	ChordType.DIMINISHED	0			-2	10	KeyMode.MINOR	1/16	43	7/16
-2	10	ChordType.MINOR	0			-4	8	KeyMode.MAJOR	1/16	43	1/2
-2	10	ChordType.MINOR	0			-4	8	KeyMode.MAJOR	1/16	43	9/16
-2	10	ChordType.MIN_MIN7	3			-4	8	KeyMode.MAJOR	1/16	43	5/8
-2	10	ChordType.MIN_MIN7	3			-4	8	KeyMode.MAJOR	1/16	43	11/16
-3	3	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	43	3/4
-3	3	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	43	13/16
-2	10	ChordType.MIN_MIN7	1			-4	8	KeyMode.MAJOR	1/16	43	7/8
-2	10	ChordType.MIN_MIN7	1			-4	8	KeyMode.MAJOR	1/16	43	15/16
-3	3	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	44	0
-3	3	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	44	1/16
-3	3	ChordType.MAJ_MIN7	3			-4	8	KeyMode.MAJOR	1/16	44	1/8
-3	3	ChordType.MAJ_MIN7	3			-4	8	KeyMode.MAJOR	1/16	44	3/16
-4	8	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	44	1/4
-4	8	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	44	5/16
-4	8	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	44	3/8
-4	8	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	44	7/16
-4	8	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	44	1/2
-4	8	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	44	9/16
-4	8	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	44	5/8
-4	8	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	44	11/16
-4	8	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	44	3/4
-4	8	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	44	13/16
-4	8	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	44	7/8
-4	8	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	44	15/16
1	7	ChordType.DIMINISHED	0			-4	8	KeyMode.MAJOR	1/16	45	0
1	7	ChordType.DIMINISHED	0			-4	8	KeyMode.MAJOR	1/16	45	1/16
1	7	ChordType.DIMINISHED	0			-4	8	KeyMode.MAJOR	1/16	45	1/8
1	7	ChordType.DIMINISHED	0			-4	8	KeyMode.MAJOR	1/16	45	3/16
-3	3	ChordType.MAJ_MIN7	0	:+-1	:+5	-4	8	KeyMode.MAJOR	1/16	45	1/4
-3	3	ChordType.MAJ_MIN7	0	:+-1	:+5	-4	8	KeyMode.MAJOR	1/16	45	5/16
-3	3	ChordType.MAJ_MIN7	0	:+-1	:+5	-4	8	KeyMode.MAJOR	1/16	45	3/8
-3	3	ChordType.MAJ_MIN7	0	:+-1	:+5	-4	8	KeyMode.MAJOR	1/16	45	7/16
-4	8	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	45	1/2
-4	8	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	45	9/16
-3	3	ChordType.MAJ_MIN7	1			-4	8	KeyMode.MAJOR	1/16	45	5/8
-3	3	ChordType.MAJ_MIN7	1			-4	8	KeyMode.MAJOR	1/16	45	11/16
-4	8	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	45	3/4
-4	8	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	45	13/16
1	7	ChordType.DIMINISHED	0			-4	8	KeyMode.MAJOR	1/16	45	7/8
1	7	ChordType.DIMINISHED	0			-4	8	KeyMode.MAJOR	1/16	45	15/16
-4	8	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	46	0
-4	8	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	46	1/16
-2	10	ChordType.MINOR	1			-4	8	KeyMode.MAJOR	1/16	46	1/8
-2	10	ChordType.MINOR	1			-4	8	KeyMode.MAJOR	1/16	46	3/16
3	9	ChordType.DIMINISHED	2			-2	10	KeyMode.MINOR	1/16	46	1/4
3	9	ChordType.DIMINISHED	2			-2	10	KeyMode.MINOR	1/16	46	5/16
3	9	ChordType.DIMINISHED	0			-2	10	KeyMode.MINOR	1/16	46	3/8
3	9	ChordType.DIMINISHED	0			-2	10	KeyMode.MINOR	1/16	46	7/16
-1	5	ChordType.MAJ_MIN7	1			-2	10	KeyMode.MINOR	1/16	46	1/2
-1	5	ChordType.MAJ_MIN7	1			-2	10	KeyMode.MINOR	1/16	46	9/16
-1	5	ChordType.MAJ_MIN7	1			-2	10	KeyMode.MINOR	1/16	46	5/8
-1	5	ChordType.MAJ_MIN7	1			-2	10	KeyMode.MINOR	1/16	46	11/16
-2	10	ChordType.MINOR	0			-4	8	KeyMode.MAJOR	1/16	46	3/4
-2	10	ChordType.MINOR	0			-4	8	KeyMode.MAJOR	1/16	46	13/16
3	9	ChordType.DIMINISHED	0			-2	10	KeyMode.MINOR	1/16	46	7/8
3	9	ChordType.DIMINISHED	0			-2	10	KeyMode.MINOR	1/16	46	15/16
-2	10	ChordType.MINOR	0			-4	8	KeyMode.MAJOR	1/16	47	0
-2	10	ChordType.MINOR	0			-4	8	KeyMode.MAJOR	1/16	47	1/16
0	0	ChordType.DIMINISHED	1			-2	10	KeyMode.MINOR	1/16	47	1/8
0	0	ChordType.DIMINISHED	1			-2	10	KeyMode.MINOR	1/16	47	3/16
-2	10	ChordType.MINOR	1			-4	8	KeyMode.MAJOR	1/16	47	1/4
-2	10	ChordType.MINOR	1			-4	8	KeyMode.MAJOR	1/16	47	5/16
-2	10	ChordType.MIN_MIN7	0			-5	1	KeyMode.MAJOR	1/16	47	3/8
-2	10	ChordType.MIN_MIN7	0			-5	1	KeyMode.MAJOR	1/16	47	7/16
-6	6	ChordType.MAJOR	1			-5	1	KeyMode.MAJOR	1/16	47	1/2
-6	6	ChordType.MAJOR	1			-5	1	KeyMode.MAJOR	1/16	47	9/16
-6	6	ChordType.MAJOR	1			-5	1	KeyMode.MAJOR	1/16	47	5/8
-6	6	ChordType.MAJOR	1			-5	1	KeyMode.MAJOR	1/16	47	11/16
0	0	ChordType.DIMINISHED	0			-5	1	KeyMode.MAJOR	1/16	47	3/4
0	0	ChordType.DIMINISHED	0			-5	1	KeyMode.MAJOR	1/16	47	13/16
-3	3	ChordType.MIN_MIN7	2			-5	1	KeyMode.MAJOR	1/16	47	7/8
-3	3	ChordType.MIN_MIN7	2			-5	1	KeyMode.MAJOR	1/16	47	15/16
0	0	ChordType.DIMINISHED	0			-5	1	KeyMode.MAJOR	1/16	48	0
0	0	ChordType.DIMINISHED	0			-5	1	KeyMode.MAJOR	1/16	48	1/16
-5	1	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	48	1/8
-5	1	ChordType.MAJOR	1			-4	8	KeyMode.MAJOR	1/16	48	3/16
0	0	ChordType.DIMINISHED	1			-5	1	KeyMode.MAJOR	1/16	48	1/4
0	0	ChordType.DIMINISHED	1			-5	1	KeyMode.MAJOR	1/16	48	5/16
0	0	ChordType.HALF_DIM7	0			-5	1	KeyMode.MAJOR	1/16	48	3/8
0	0	ChordType.HALF_DIM7	0			-5	1	KeyMode.MAJOR	1/16	48	7/16
-4	8	ChordType.MAJOR	0			-5	1	KeyMode.MAJOR	1/16	48	1/2
-4	8	ChordType.MAJOR	0			-5	1	KeyMode.MAJOR	1/16	48	9/16
-4	8	ChordType.MAJOR	0			-5	1	KeyMode.MAJOR	1/16	48	5/8
-4	8	ChordType.MAJOR	0			-5	1	KeyMode.MAJOR	1/16	48	11/16
-6	6	ChordType.MAJOR	1			-5	1	KeyMode.MAJOR	1/16	48	3/4
-6	6	ChordType.MAJOR	1			-5	1	KeyMode.MAJOR	1/16	48	13/16
0	0	ChordType.DIMINISHED	0			-5	1	KeyMode.MAJOR	1/16	48	7/8
0	0	ChordType.DIMINISHED	0			-5	1	KeyMode.MAJOR	1/16	48	15/16
-5	1	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	49	0
-5	1	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	49	1/16
-5	1	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	49	1/8
-5	1	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	49	3/16
-5	1	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	49	1/4
-5	1	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	49	5/16
-5	1	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	49	3/8
-5	1	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	49	7/16
-5	1	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	49	1/2
-5	1	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	49	9/16
-5	1	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	49	5/8
-5	1	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	49	11/16
-5	1	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	49	3/4
-5	1	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	49	13/16
-5	1	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	49	7/8
-5	1	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/16	49	15/16
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	50	0
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	50	1/16
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	50	1/8
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	50	3/16
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	50	1/4
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	50	5/16
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	50	3/8
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	50	7/16
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	50	1/2
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	50	9/16
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	50	5/8
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	50	11/16
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	50	3/4
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	50	13/16
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	50	7/8
2	2	ChordType.DIM7	0			-3	3	KeyMode.MAJOR	1/16	50	15/16
-3	3	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/4	51	0
-3	3	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	1/2	51	1/4
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	3/16	51	3/4
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/16	51	15/16
-3	3	ChordType.MAJ_MIN7	0	1:-4	7:8	-4	8	KeyMode.MAJOR	1/4	52	0
-3	3	ChordType.MAJ_MIN7	0			-4	8	KeyMode.MAJOR	3/16	52	1/4
-1	5	ChordType.MIN_MIN7	3			-4	8	KeyMode.MAJOR	1/16	52	7/16
-1	5	ChordType.MIN_MIN7	3			-4	8	KeyMode.MAJOR	1/4	52	1/2
-3	3	ChordType.MAJOR	0			-4	8	KeyMode.MAJOR	3/16	52	3/4
-3	3	ChordType.MAJ_MIN7	0			-4	8	KeyMode.MAJOR	1/16	52	15/16
-3	3	ChordType.MAJ_MIN7	0			-4	8	KeyMode.MAJOR	1/4	53	0
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	13/48	53	1/4
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/48	53	25/48
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/48	53	13/24
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/48	53	9/16
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/48	53	7/12
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/48	53	29/48
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/48	53	5/8
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/48	53	31/48
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/48	53	2/3
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/48	53	11/16
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/48	53	17/24
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/48	53	35/48
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/24	53	3/4
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/24	53	19/24
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/24	53	5/6
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/24	53	7/8
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/24	53	11/12
-3	3	ChordType.MAJOR	0	-2:0;1:-4	10:0;7:8	-4	8	KeyMode.MAJOR	1/24	53	23/24
-3	3	ChordType.MAJ_MIN7	0	1:-4	7:8	-4	8	KeyMode.MAJOR	1/20	54	0
