chord_root_tpc	chord_root_midi	chord_type	chord_inversion	chord_suspension_tpc	chord_suspension_midi	key_tonic_tpc	key_tonic_midi	key_mode	duration	mc	mn_onset	label
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	4	7/8	I|IAC}
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/2	5	0	I|IAC}
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	5	1/2	I|IAC}
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	5	7/12	I|IAC}
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	5	2/3	I|IAC}
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	5	3/4	I|IAC}
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	5	5/6	I|IAC}
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	5	11/12	I|IAC}
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/4	6	0	I|IAC}
1	7	ChordType.MAJOR	1			1	7	KeyMode.MAJOR	1/8	6	1/4	I6
1	7	ChordType.MAJOR	1			1	7	KeyMode.MAJOR	1/8	6	3/8	I6
2	2	ChordType.MAJOR	2			1	7	KeyMode.MAJOR	1/8	6	1/2	V64
2	2	ChordType.MAJOR	2			1	7	KeyMode.MAJOR	1/8	6	5/8	V64
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	6	3/4	I
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	6	7/8	I
2	2	ChordType.MAJOR	1			1	7	KeyMode.MAJOR	1/8	7	0	V6
2	2	ChordType.MAJOR	1			1	7	KeyMode.MAJOR	1/8	7	1/8	V6
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	7	1/4	V
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	7	3/8	V
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	7	1/2	I
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	7	5/8	I
1	7	ChordType.MAJ_MIN7	3			0	0	KeyMode.MAJOR	1/8	7	3/4	V2/IV
1	7	ChordType.MAJ_MIN7	3			0	0	KeyMode.MAJOR	1/8	7	7/8	V2/IV
0	0	ChordType.MAJOR	1	0:2	0:2	1	7	KeyMode.MAJOR	1/8	8	0	IV6(2)
0	0	ChordType.MAJOR	1	0:2	0:2	1	7	KeyMode.MAJOR	1/8	8	1/8	IV6(2)
6	6	ChordType.DIMINISHED	0			1	7	KeyMode.MAJOR	1/8	8	1/4	viio
6	6	ChordType.DIMINISHED	0			1	7	KeyMode.MAJOR	1/8	8	3/8	viio
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	8	1/2	I|IAC}{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	8	5/8	I|IAC}{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	8	3/4	I|IAC}{
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	8	7/8	I|IAC}{
4	4	ChordType.MAJOR	0			3	9	KeyMode.MINOR	1/8	9	0	V/ii
4	4	ChordType.MAJOR	0			3	9	KeyMode.MINOR	1/8	9	1/8	V/ii
3	9	ChordType.MINOR	1			1	7	KeyMode.MAJOR	1/8	9	1/4	ii6
3	9	ChordType.MINOR	1			1	7	KeyMode.MAJOR	1/8	9	3/8	ii6
3	9	ChordType.MINOR	1			1	7	KeyMode.MAJOR	1/8	9	1/2	ii6
3	9	ChordType.MINOR	1			1	7	KeyMode.MAJOR	1/8	9	5/8	ii6
3	9	ChordType.MINOR	1			1	7	KeyMode.MAJOR	1/8	9	3/4	ii6
3	9	ChordType.MINOR	1			1	7	KeyMode.MAJOR	1/8	9	7/8	ii6
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	10	0	V
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	10	1/8	V
1	7	ChordType.MAJOR	1			1	7	KeyMode.MAJOR	1/8	10	1/4	I6
1	7	ChordType.MAJOR	1			1	7	KeyMode.MAJOR	1/8	10	3/8	I6
1	7	ChordType.MAJOR	1			1	7	KeyMode.MAJOR	1/8	10	1/2	I6
1	7	ChordType.MAJOR	1			1	7	KeyMode.MAJOR	1/8	10	5/8	I6
1	7	ChordType.MAJOR	1			1	7	KeyMode.MAJOR	1/8	10	3/4	I6
1	7	ChordType.MAJOR	1			1	7	KeyMode.MAJOR	1/8	10	7/8	I6
0	0	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	11	0	IV
0	0	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	11	1/8	IV
0	0	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	11	1/4	IV
0	0	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	11	3/8	IV
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/8	11	1/2	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/8	11	5/8	V(64)
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	11	3/4	V
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	11	7/8	V
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	3/8	12	0	I|PAC}
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	12	3/8	I|PAC}
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	12	1/2	I|PAC}
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	12	5/8	I|PAC}
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	12	3/4	I|PAC}
1	7	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	12	7/8	I|PAC}
4	4	ChordType.MAJOR	0			3	9	KeyMode.MINOR	1/8	13	0	V/ii
4	4	ChordType.MAJOR	0			3	9	KeyMode.MINOR	1/8	13	1/8	V/ii
3	9	ChordType.MINOR	1			1	7	KeyMode.MAJOR	1/8	13	1/4	ii6
3	9	ChordType.MINOR	1			1	7	KeyMode.MAJOR	1/8	13	3/8	ii6
3	9	ChordType.MINOR	1			1	7	KeyMode.MAJOR	1/8	13	1/2	ii6
3	9	ChordType.MINOR	1			1	7	KeyMode.MAJOR	1/8	13	5/8	ii6
3	9	ChordType.MINOR	1			1	7	KeyMode.MAJOR	1/8	13	3/4	ii6
3	9	ChordType.MINOR	1			1	7	KeyMode.MAJOR	1/8	13	7/8	ii6
3	9	ChordType.MINOR	1			1	7	KeyMode.MAJOR	1/8	14	0	ii6
3	9	ChordType.MINOR	1			1	7	KeyMode.MAJOR	1/8	14	1/8	ii6
3	9	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	14	1/4	V6/V
3	9	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	14	3/8	V6/V
3	9	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	14	1/2	V6/V
3	9	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	14	5/8	V6/V
3	9	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	14	3/4	V6/V
3	9	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	14	7/8	V6/V
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	15	0	V|HC}{
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	15	1/12	V|HC}{
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	15	1/6	V|HC}{
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	15	1/4	V|HC}{
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	15	1/3	V|HC}{
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	15	5/12	V|HC}{
2	2	ChordType.MAJ_MIN7	0			1	7	KeyMode.MAJOR	1/12	15	1/2	V7
2	2	ChordType.MAJ_MIN7	0			1	7	KeyMode.MAJOR	1/12	15	7/12	V7
2	2	ChordType.MAJ_MIN7	0			1	7	KeyMode.MAJOR	1/12	15	2/3	V7
2	2	ChordType.MAJ_MIN7	0			1	7	KeyMode.MAJOR	1/12	15	3/4	V7
2	2	ChordType.MAJ_MIN7	0			1	7	KeyMode.MAJOR	1/12	15	5/6	V7
2	2	ChordType.MAJ_MIN7	0			1	7	KeyMode.MAJOR	1/12	15	11/12	V7
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	16	0	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	16	1/12	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	16	1/6	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	16	1/4	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	16	1/3	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	16	5/12	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	16	1/2	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	16	7/12	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	16	2/3	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	16	3/4	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	16	5/6	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	16	11/12	V(64)
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	17	0	V
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	17	1/12	V
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	17	1/6	V
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	17	1/4	V
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	17	1/3	V
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	17	5/12	V
2	2	ChordType.MAJ_MIN7	0			1	7	KeyMode.MAJOR	1/12	17	1/2	V7
2	2	ChordType.MAJ_MIN7	0			1	7	KeyMode.MAJOR	1/12	17	7/12	V7
2	2	ChordType.MAJ_MIN7	0			1	7	KeyMode.MAJOR	1/12	17	2/3	V7
2	2	ChordType.MAJ_MIN7	0			1	7	KeyMode.MAJOR	1/12	17	3/4	V7
2	2	ChordType.MAJ_MIN7	0			1	7	KeyMode.MAJOR	1/12	17	5/6	V7
2	2	ChordType.MAJ_MIN7	0			1	7	KeyMode.MAJOR	1/12	17	11/12	V7
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	18	0	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	18	1/12	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	18	1/6	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	18	1/4	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	18	1/3	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	18	5/12	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	18	1/2	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	18	7/12	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	18	2/3	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	18	3/4	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	18	5/6	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	18	11/12	V(64)
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	19	0	V
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	19	1/12	V
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	19	1/6	V
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	19	1/4	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	19	1/3	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	19	5/12	V(64)
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	19	1/2	V
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	19	7/12	V
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/12	19	2/3	V
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	19	3/4	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	19	5/6	V(64)
2	2	ChordType.MAJOR	0	3:5;6:1	9:11;6:7	1	7	KeyMode.MAJOR	1/12	19	11/12	V(64)
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	5/8	20	0	V|HC}
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	20	5/8	V|HC}
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	20	3/4	V|HC}
2	2	ChordType.MAJOR	0			1	7	KeyMode.MAJOR	1/8	20	7/8	V|HC}
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	21	0	V.I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	21	1/8	V.I6
3	9	ChordType.MAJ_MIN7	3			2	2	KeyMode.MAJOR	1/8	21	1/4	V2
3	9	ChordType.MAJ_MIN7	3			2	2	KeyMode.MAJOR	1/8	21	3/8	V2
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	21	1/2	I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	21	5/8	I6
3	9	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	21	3/4	V6
3	9	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	21	7/8	V6
2	2	ChordType.MAJOR	0	6:1	6:7	2	2	KeyMode.MAJOR	1/8	22	0	I(4)
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	22	1/8	I
3	9	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	22	1/4	V6
3	9	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	22	3/8	V6
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	22	1/2	V
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	22	5/8	V
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	22	3/4	V
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	22	7/8	V
3	9	ChordType.MAJ_MIN7	3			2	2	KeyMode.MAJOR	1/8	23	0	V2
3	9	ChordType.MAJ_MIN7	3			2	2	KeyMode.MAJOR	1/8	23	1/8	V2
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	23	1/4	I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	23	3/8	I6
3	9	ChordType.MAJOR	2			2	2	KeyMode.MAJOR	1/8	23	1/2	V64
3	9	ChordType.MAJOR	2			2	2	KeyMode.MAJOR	1/8	23	5/8	V64
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	23	3/4	I
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	23	7/8	I
3	9	ChordType.MAJ_MIN7	1			2	2	KeyMode.MAJOR	1/8	24	0	V65
3	9	ChordType.MAJ_MIN7	1			2	2	KeyMode.MAJOR	1/8	24	1/8	V65
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	24	1/4	I
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	24	3/8	I
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	24	1/2	I
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	24	5/8	I
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	24	3/4	I
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	24	7/8	I
4	4	ChordType.MINOR	1	4:6	4:6	2	2	KeyMode.MAJOR	1/8	25	0	ii6(2)
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	25	1/8	ii6
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	25	1/4	ii6
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	25	3/8	ii6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	25	1/2	I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	25	5/8	I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	25	3/4	I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	25	7/8	I6
4	4	ChordType.MINOR	1	4:6	4:6	2	2	KeyMode.MAJOR	1/8	26	0	ii6(2)
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	26	1/8	ii6
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	26	1/4	ii6
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	26	3/8	ii6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	26	1/2	I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	26	5/8	I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	26	3/4	I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	26	7/8	I6
4	4	ChordType.MINOR	1	4:6	4:6	2	2	KeyMode.MAJOR	1/8	27	0	ii6(2)
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	27	1/8	ii6
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	27	1/4	ii6
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	27	3/8	ii6
4	4	ChordType.MAJ_MIN7	1			3	9	KeyMode.MAJOR	1/8	27	1/2	V65/V
4	4	ChordType.MAJ_MIN7	1			3	9	KeyMode.MAJOR	1/8	27	5/8	V65/V
4	4	ChordType.MAJ_MIN7	1			3	9	KeyMode.MAJOR	1/8	27	3/4	V65/V
4	4	ChordType.MAJ_MIN7	1			3	9	KeyMode.MAJOR	1/8	27	7/8	V65/V
3	9	ChordType.MAJOR	0	7:2	1:2	2	2	KeyMode.MAJOR	1/8	28	0	V(4)}
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	28	1/8	V|HC
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	28	1/4	V|HC
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	28	3/8	V|HC
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	28	1/2	V|HC
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	28	5/8	V|HC
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	28	3/4	V|HC
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	28	7/8	V|HC
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	29	0	I6{
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	29	1/8	I6{
3	9	ChordType.MAJ_MIN7	3			2	2	KeyMode.MAJOR	1/8	29	1/4	V2
3	9	ChordType.MAJ_MIN7	3			2	2	KeyMode.MAJOR	1/8	29	3/8	V2
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	29	1/2	I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	29	5/8	I6
3	9	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	29	3/4	V6
3	9	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	29	7/8	V6
2	2	ChordType.MAJOR	0	6:1	6:7	2	2	KeyMode.MAJOR	1/8	30	0	I(4)
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	30	1/8	I
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	30	1/4	V
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	30	3/8	V
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	30	1/2	V
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	30	5/8	V
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	30	3/4	V
3	9	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	30	7/8	V
3	9	ChordType.MAJ_MIN7	3			2	2	KeyMode.MAJOR	1/8	31	0	V2
3	9	ChordType.MAJ_MIN7	3			2	2	KeyMode.MAJOR	1/8	31	1/8	V2
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	31	1/4	I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	31	3/8	I6
3	9	ChordType.MAJOR	2			2	2	KeyMode.MAJOR	1/8	31	1/2	V64
3	9	ChordType.MAJOR	2			2	2	KeyMode.MAJOR	1/8	31	5/8	V64
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	31	3/4	I
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	31	7/8	I
3	9	ChordType.MAJ_MIN7	1			2	2	KeyMode.MAJOR	1/8	32	0	V65
3	9	ChordType.MAJ_MIN7	1			2	2	KeyMode.MAJOR	1/8	32	1/8	V65
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	32	1/4	I
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	32	3/8	I
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	32	1/2	I
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	32	5/8	I
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	32	3/4	I
2	2	ChordType.MAJOR	0			2	2	KeyMode.MAJOR	1/8	32	7/8	I
4	4	ChordType.MINOR	1	4:6	4:6	2	2	KeyMode.MAJOR	1/8	33	0	ii6(2)
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	33	1/8	ii6
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	33	1/4	ii6
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	33	3/8	ii6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	33	1/2	I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	33	5/8	I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	33	3/4	I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	33	7/8	I6
4	4	ChordType.MINOR	1	4:6	4:6	2	2	KeyMode.MAJOR	1/8	34	0	ii6(2)
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	34	1/8	ii6
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	34	1/4	ii6
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	34	3/8	ii6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	34	1/2	I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	34	5/8	I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	34	3/4	I6
2	2	ChordType.MAJOR	1			2	2	KeyMode.MAJOR	1/8	34	7/8	I6
4	4	ChordType.MINOR	1	4:6	4:6	2	2	KeyMode.MAJOR	1/8	35	0	ii6(2)
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	35	1/8	ii6
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	35	1/4	ii6
4	4	ChordType.MINOR	1			2	2	KeyMode.MAJOR	1/8	35	3/8	ii6
3	9	ChordType.MAJOR	0	7:2	1:2	2	2	KeyMode.MAJOR	1/8	35	1/2	V(4)
